drug_concept_name,condition_concept_name,PRR,mean_reporting_frequency,drug_concept_name_tokens,condition_concept_name_tokens
methyl salicylate,application site vesicles,2.5,0.0251046,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4646, 2609, 2310, 19570, 4244, 102]"
methyl salicylate,injection site haematoma,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 13341, 2609, 5292, 14545, 20389, 2050, 102]"
methyl salicylate,injection site pain,1.66667,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 13341, 2609, 3255, 102]"
methyl salicylate,hypothermia,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1044, 22571, 14573, 2121, 10092, 102]"
methyl salicylate,pyrexia,0.346821,0.0125523,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1052, 16363, 14787, 102]"
methyl salicylate,death,0.38835,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2331, 102]"
methyl salicylate,no adverse event,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2053, 15316, 2724, 102]"
methyl salicylate,asthenia,0.37037,0.0146444,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2004, 10760, 6200, 102]"
methyl salicylate,fatigue,0.462185,0.0230126,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 16342, 102]"
methyl salicylate,lethargy,0.123457,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2292, 8167, 6292, 102]"
methyl salicylate,malaise,0.506329,0.0167364,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 28935, 5562, 102]"
methyl salicylate,chills,0.454545,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 10720, 2015, 102]"
methyl salicylate,feeling abnormal,2.0,0.0271967,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3110, 19470, 102]"
methyl salicylate,feeling drunk,46.6667,0.0292887,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3110, 7144, 102]"
methyl salicylate,feeling hot,0.526316,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3110, 2980, 102]"
methyl salicylate,abasia,0.882353,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 19557, 8464, 102]"
methyl salicylate,gait disturbance,0.465116,0.0125523,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11721, 4183, 16915, 102]"
methyl salicylate,condition aggravated,0.38835,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4650, 25817, 102]"
methyl salicylate,disease progression,0.47619,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4295, 14967, 102]"
methyl salicylate,disease recurrence,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4295, 28667, 3126, 24413, 102]"
methyl salicylate,exercise tolerance decreased,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6912, 13986, 10548, 102]"
methyl salicylate,hyperhidrosis,0.344828,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 23760, 27511, 29166, 102]"
methyl salicylate,illdefined disorder,1.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5665, 3207, 23460, 2094, 8761, 102]"
methyl salicylate,influenza like illness,0.909091,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 24442, 2066, 7355, 102]"
methyl salicylate,local swelling,1.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2334, 18348, 102]"
methyl salicylate,mobility decreased,0.8,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 12969, 10548, 102]"
methyl salicylate,multiorgan failure,0.322581,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4800, 21759, 2319, 4945, 102]"
methyl salicylate,nonspecific reaction,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2512, 13102, 8586, 18513, 4668, 102]"
methyl salicylate,pallor,1.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 14412, 10626, 102]"
methyl salicylate,purulent discharge,2.5,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 16405, 6820, 16136, 11889, 102]"
methyl salicylate,swelling,0.344828,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18348, 102]"
methyl salicylate,wound secretion,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6357, 3595, 3258, 102]"
methyl salicylate,hernia,5.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2014, 6200, 102]"
methyl salicylate,postoperative hernia,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2695, 25918, 8082, 2014, 6200, 102]"
methyl salicylate,inflammation,0.714286,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21733, 102]"
methyl salicylate,mucosal inflammation,0.666667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 14163, 13186, 2389, 21733, 102]"
methyl salicylate,face oedema,3.33333,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2227, 1051, 14728, 2863, 102]"
methyl salicylate,oedema,0.238095,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1051, 14728, 2863, 102]"
methyl salicylate,discomfort,0.333333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17964, 102]"
methyl salicylate,pain,0.421286,0.039749,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3255, 102]"
methyl salicylate,tenderness,0.714286,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 24605, 102]"
methyl salicylate,product odour abnormal,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4031, 1051, 26797, 2099, 19470, 102]"
methyl salicylate,product quality issue,2.64706,0.0188285,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4031, 3737, 3277, 102]"
methyl salicylate,drug interaction,0.232558,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4319, 8290, 102]"
methyl salicylate,adverse drug reaction,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 15316, 4319, 4668, 102]"
methyl salicylate,drug ineffective,0.64,0.0334728,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4319, 20694, 102]"
methyl salicylate,therapeutic response unexpected,0.769231,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17261, 3433, 9223, 102]"
methyl salicylate,cyst,2.5,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 22330, 3367, 102]"
methyl salicylate,mass,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3742, 102]"
methyl salicylate,necrosis,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 26785, 29166, 102]"
methyl salicylate,ulcer,1.81818,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17359, 17119, 102]"
methyl salicylate,difficulty in walking,6.0,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 7669, 1999, 3788, 102]"
methyl salicylate,pain exacerbated,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3255, 4654, 10732, 28483, 3064, 102]"
methyl salicylate,pharmaceutical product complaint,3.52941,0.0125523,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 13859, 4031, 12087, 102]"
methyl salicylate,therapy nonresponder,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 7242, 2512, 6072, 26029, 4063, 102]"
methyl salicylate,cholelithiasis,0.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 16480, 2571, 15909, 12995, 6190, 102]"
methyl salicylate,liver disorder,1.81818,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11290, 8761, 102]"
methyl salicylate,hepatic function abnormal,0.625,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2002, 24952, 2278, 3853, 19470, 102]"
methyl salicylate,hepatic steatosis,0.588235,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2002, 24952, 2278, 26261, 10610, 6190, 102]"
methyl salicylate,hepatitis,0.769231,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 28389, 102]"
methyl salicylate,asthma,0.877193,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 26180, 102]"
methyl salicylate,hypersensitivity,0.729167,0.0146444,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 23760, 5054, 28032, 7730, 102]"
methyl salicylate,dermatitis contact,0.909091,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4315, 18900, 13706, 3967, 102]"
methyl salicylate,drug hypersensitivity,0.677966,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4319, 23760, 5054, 28032, 7730, 102]"
methyl salicylate,anaphylactic reaction,1.53846,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9617, 21281, 2721, 13306, 4668, 102]"
methyl salicylate,anaphylactic shock,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9617, 21281, 2721, 13306, 5213, 102]"
methyl salicylate,laryngeal oedema,0.909091,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2474, 18143, 3351, 2389, 1051, 14728, 2863, 102]"
methyl salicylate,urticaria,1.62162,0.0125523,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 24471, 22723, 4360, 102]"
methyl salicylate,systemic lupus erythematosus,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 22575, 11320, 12207, 9413, 26688, 18900, 2891, 2271, 102]"
methyl salicylate,polymyalgia rheumatica,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 26572, 8029, 2389, 10440, 1054, 5369, 25360, 2050, 102]"
methyl salicylate,vasculitis,0.769231,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 12436, 28817, 15909, 2483, 102]"
methyl salicylate,immunosuppression,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 10047, 23041, 2891, 6279, 20110, 3258, 102]"
methyl salicylate,cellulitis,0.285714,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3526, 15859, 7315, 102]"
methyl salicylate,gangrene,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6080, 7389, 2063, 102]"
methyl salicylate,pneumonia bacterial,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18583, 17341, 102]"
methyl salicylate,vaginitis bacterial,2.5,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 12436, 11528, 13706, 17341, 102]"
methyl salicylate,pseudomonas infection,2.5,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18404, 21781, 2015, 8985, 102]"
methyl salicylate,staphylococcal infection,1.48148,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2358, 9331, 29598, 24163, 16665, 2140, 8985, 102]"
methyl salicylate,candidiasis,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 27467, 9032, 6190, 102]"
methyl salicylate,tinea pedis,1.11111,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9543, 5243, 21877, 10521, 102]"
methyl salicylate,abscess,0.909091,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 14689, 9623, 2015, 102]"
methyl salicylate,infection,0.606061,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 8985, 102]"
methyl salicylate,bronchiectasis,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 22953, 12680, 23783, 10230, 2483, 102]"
methyl salicylate,bronchitis,0.333333,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 22953, 12680, 13706, 102]"
methyl salicylate,bronchopneumonia,3.33333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 22953, 12680, 7361, 2638, 2819, 12488, 102]"
methyl salicylate,lobar pneumonia,0.833333,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 8840, 8237, 18583, 102]"
methyl salicylate,lung infection,2.22222,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11192, 8985, 102]"
methyl salicylate,pneumonia,0.337838,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18583, 102]"
methyl salicylate,bacteraemia,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 8670, 21162, 6679, 10092, 102]"
methyl salicylate,urosepsis,6.66667,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 24471, 9232, 18409, 102]"
methyl salicylate,skin infection,6.66667,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3096, 8985, 102]"
methyl salicylate,subcutaneous abscess,20.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4942, 12690, 17191, 14689, 9623, 2015, 102]"
methyl salicylate,nasopharyngitis,0.263158,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17235, 7361, 8167, 6038, 23806, 2483, 102]"
methyl salicylate,sinusitis,0.196078,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 8254, 2271, 13706, 102]"
methyl salicylate,tonsillitis,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6197, 8591, 13706, 102]"
methyl salicylate,upper respiratory tract infection,0.212766,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3356, 16464, 12859, 8985, 102]"
methyl salicylate,urinary tract infection,0.208333,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 24471, 3981, 2854, 12859, 8985, 102]"
methyl salicylate,tuberculosis,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 15877, 102]"
methyl salicylate,joint dislocation,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4101, 4487, 14540, 23909, 102]"
methyl salicylate,pathological fracture,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4130, 10091, 19583, 102]"
methyl salicylate,stress fracture,1.25,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6911, 19583, 102]"
methyl salicylate,joint injury,0.833333,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4101, 4544, 102]"
methyl salicylate,limb injury,0.434783,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 15291, 4544, 102]"
methyl salicylate,rotator cuff syndrome,0.714286,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 18672, 8844, 26450, 8715, 102]"
methyl salicylate,femur fracture,1.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 10768, 20136, 19583, 102]"
methyl salicylate,lower limb fracture,5.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2896, 15291, 19583, 102]"
methyl salicylate,spinal fracture,2.0,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 16492, 19583, 102]"
methyl salicylate,chemical burn of skin,0.769231,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5072, 6402, 1997, 3096, 102]"
methyl salicylate,chemical injury,0.833333,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5072, 4544, 102]"
methyl salicylate,alcohol poisoning,20.0,0.0209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6544, 16149, 102]"
methyl salicylate,drug toxicity,0.285714,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4319, 22423, 102]"
methyl salicylate,poisoning,5.55556,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 16149, 102]"
methyl salicylate,pulmonary toxicity,10.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21908, 22423, 102]"
methyl salicylate,therapeutic agent toxicity,0.909091,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17261, 4005, 22423, 102]"
methyl salicylate,drug exposure during pregnancy,1.66667,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4319, 7524, 2076, 10032, 102]"
methyl salicylate,maternal drugs affecting foetus,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11062, 5850, 12473, 22277, 5809, 102]"
methyl salicylate,tendon rupture,3.33333,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 7166, 2239, 21766, 13876, 5397, 102]"
methyl salicylate,tendonitis,0.909091,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 7166, 10698, 7315, 102]"
methyl salicylate,nerve injury,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9113, 4544, 102]"
methyl salicylate,arthropod bite,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2396, 8093, 7361, 7716, 6805, 102]"
methyl salicylate,excoriation,0.909091,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4654, 27108, 18963, 102]"
methyl salicylate,fall,0.364372,0.0188285,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2991, 102]"
methyl salicylate,foreign body trauma,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3097, 2303, 12603, 102]"
methyl salicylate,road traffic accident,1.42857,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2346, 4026, 4926, 102]"
methyl salicylate,scar,2.0,0.0146444,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 11228, 102]"
methyl salicylate,wound,6.25,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 6357, 102]"
methyl salicylate,back injury,0.666667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2067, 4544, 102]"
methyl salicylate,neck injury,1.42857,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3300, 4544, 102]"
methyl salicylate,blister,0.740741,0.0167364,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 1038, 9863, 2121, 102]"
methyl salicylate,contusion,0.298507,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9530, 5809, 3258, 102]"
methyl salicylate,skin laceration,1.66667,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3096, 12922, 8156, 102]"
methyl salicylate,burns first degree,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 7641, 2034, 3014, 102]"
methyl salicylate,burns second degree,1.22807,0.0146444,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 7641, 2117, 3014, 102]"
methyl salicylate,burns third degree,1.90476,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 7641, 2353, 3014, 102]"
methyl salicylate,thermal burn,0.645161,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 9829, 6402, 102]"
methyl salicylate,drug administration error,3.33333,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4319, 3447, 7561, 102]"
methyl salicylate,drug dose omission,1.33333,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4319, 13004, 18168, 14643, 3258, 102]"
methyl salicylate,expired drug administered,3.75,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 13735, 4319, 8564, 102]"
methyl salicylate,incorrect dose administered,5.78947,0.0230126,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 16542, 13004, 8564, 102]"
methyl salicylate,incorrect drug administration duration,0.625,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 16542, 4319, 3447, 9367, 102]"
methyl salicylate,incorrect route of drug administration,54.4444,0.10251,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 16542, 2799, 1997, 4319, 3447, 102]"
methyl salicylate,underdose,2.5,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 2104, 12269, 2063, 102]"
methyl salicylate,wrong drug administered,5.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3308, 4319, 8564, 102]"
methyl salicylate,wrong technique in drug usage process,1.66667,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3308, 6028, 1999, 4319, 8192, 2832, 102]"
methyl salicylate,drug dispensing error,2.5,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4319, 4487, 13102, 6132, 2075, 7561, 102]"
methyl salicylate,drug prescribing error,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 4319, 3653, 11020, 3089, 10472, 7561, 102]"
methyl salicylate,medication error,1.85185,0.0104603,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 14667, 7561, 102]"
methyl salicylate,accidental drug intake by child,13.3333,0.0167364,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17128, 4319, 13822, 2011, 2775, 102]"
methyl salicylate,accidental exposure,21.6667,0.0271967,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17128, 7524, 102]"
methyl salicylate,accidental overdose,1.53846,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 17128, 26641, 102]"
methyl salicylate,intentional overdose,0.526316,0.0041841,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 21249, 26641, 102]"
methyl salicylate,multiple drug overdose,1.73913,0.0083682,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 3674, 4319, 26641, 102]"
methyl salicylate,overdose,1.71053,0.0271967,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 26641, 102]"
methyl salicylate,device failure,2.0,0.00209205,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5080, 4945, 102]"
methyl salicylate,device malfunction,7.5,0.00627615,"[101, 25003, 16183, 2594, 23943, 2618, 102]","[101, 5080, 15451, 11263, 27989, 102]"
